ID,State,Name,Category,Income,Qualification,Description,LINKS,Type
315,GUJARAT,EBC Fees Exemption Scheme,EBC,100000,12th,Government of Gujarat,https://www.digitalgujarat.gov.in/GSSP/,Government
316,GUJARAT,"Instrumental Help to SC Students (Medical Engineering, Diploma Courses)",SC,50000,Under graduation,"Social justice and Special Assitance Depatment, Gujarat",https://www.digitalgujarat.gov.in/GSSP/,Government
317,GUJARAT,Post Matric Scholarship of Government of India for the OBC Students,OBC,500000,12th,Ministries or Departments of Social Justice and Empowerment,https://www.digitalgujarat.gov.in/GSSP/,Government
318,GUJARAT,Fellowship Scheme for M.Phil. & PhD (SC) Students,SC,100000,post graduation,Ministries or Departments of Social Justice and Empowerment,https://www.digitalgujarat.gov.in/GSSP/,Government
319,GUJARAT,Post Matric Scholarship for ST Girl Students,ST,250000,12th,Department of Tribal Affairs,https://www.digitalgujarat.gov.in/GSSP/,Government
320,GUJARAT,Scholarship for Students Studying at Dr. Ambedkar or Indira Gandhi Open University (SEBC),SEBC,200000,Under graduation,Government Education Departments,https://www.digitalgujarat.gov.in/GSSP/,Government
321,GUJARAT,Food Bill Assistance in College Attached Hostels,all,250000,Under graduation,Government Education Departments,https://www.digitalgujarat.gov.in/GSSP/,Government
322,GUJARAT,Higher Secondary Scholarship (SEBC),SRBC,100000,post graduation,Government Education Departments,https://www.digitalgujarat.gov.in/GSSP/,Government
323,GUJARAT,Instrumental Assistance for First-year Students of Medical/Engineering/Diploma Courses,all,250000,Under graduation,Government Education Departments,https://www.digitalgujarat.gov.in/GSSP/,Government
324,GUJARAT,Special Scholarship for Boys and Girls Students,all,800000,Post Graduation,Government Education Departments,https://www.digitalgujarat.gov.in/GSSP/,Government
325,Bihar,Post Matric Scholarship for SC/ST/OBC/Minorities,all,300000,12th,"Education Department, Government of Bihar",https://pmsonline.bih.nic.in/,Government
326,Bihar,Post Matric Scholarship for OBC/EBC,OBC/EBC,300000,12th,"Backward and Extremely Backward Class Welfare Department, Government of Bihar",https://pmsonline.bih.nic.in/,Government
327,Bihar,Bihar Mukhyamantri Atyant Pichhda Varg Civil Seva Protsahan Yojana,SC/ST,150000,Under/Post graduation, Civil Seva Protsahan Yojana,https://pmsonline.bih.nic.in/,Government
328,Bihar,Vidyadhan Bihar Plus 2 (1st year) Program,all,100000,undergraduation,"Education Department, Government of Bihar",https://pmsonline.bih.nic.in/,Government
329,Bihar,Maulana Azad National Scholarship Scheme,Minority,300000,Post Graduation,Sarojini Damodaran Foundation,https://pmsonline.bih.nic.in/,Government
330,Bihar,Bihar Pre-Matric Scholarship for SC/ST/OBC/Minorities,sc/st/obc,500000,SSC,"Backward and Extremely Backward Class Welfare Department, Government of Bihar",https://pmsonline.bih.nic.in/,Government
331,Bihar,Bihar Chief Minister's Scholarship Scheme,all,80000,undergraduation,"Education Department, Government of Bihar",https://pmsonline.bih.nic.in/,Government
332,Bihar,Mukhyamantri Balak/Balika Protsahan Yojana,all,250000,ssc,"Education Department, Government of Bihar",https://pmsonline.bih.nic.in/,Government
333,Bihar,Chief Minister Medhaavi Vidyarthi Yojana,sc/st/obc,50000,12th,"Backward and Extremely Backward Class Welfare Department, Government of Bihar",https://pmsonline.bih.nic.in/,Government
334,Bihar,Mukhyamantri Kanya Utthan Yojana,sc/st/obc,50000,12th,"Backward and Extremely Backward Class Welfare Department, Government of Bihar",https://pmsonline.bih.nic.in/,Government
335,,,,,,,,
336,Maharashtra,Government Research Adhichatra,all,0,Post-Graduation,"Government Research Adhichatra 2022-23, Maharashtra is an initiative of the Directorate of Higher Education, the Government of Maharashtra to financially help students who have completed postgraduation and are willing to pursue Ph.D. degree. The selected students will receive INR 750 per month as a scholarship and INR 1,000 per year for other expenses.",https://mahadbt.maharashtra.gov.in/login/login,Government
337,Maharashtra,Assistance to Meritorious Students scholarship - Junior Level,all,0,FYJC,"Assistance to Meritorious Students Scholarship - Junior Level, Maharashtra 2022-23 is an initiative of the Directorate of Higher Education (DHE), Government of Maharashtra to financially help students of Class 11 & 12  who want to pursue higher education. The selected students will receive a scholarship of up to INR 2,300.",https://mahadbt.maharashtra.gov.in/login/login,Government
338,Maharashtra,Assistance to Meritorious Students scholarship - Senior Level,all,0,HSC,"Assistance to Meritorious Students Scholarship - Senior Level, Maharashtra 2022-23 is an initiative of the Directorate of Higher Education (DHE), Government of Maharashtra to financially help Class 11 and 12 passed students who are willing to pursue higher studies. The selected students will receive up to INR 72,000 depending on course.",https://mahadbt.maharashtra.gov.in/login/login,Government
339,Maharashtra,Dr Panjabrao Deshmukh Hostel Maintenance Allowance,SEBC,800000,Medical,"The Dr Panjabrao Deshmukh Hostel Maintenance Allowance Scheme is presented by the organization of the Directorate of Medical Education Research under the Government of Maharashtra in order to provide proper opportunities to all the students who are currently taking into account MBBS, BDS, BAMS, BHMS, BPTH, BOTH, B.SC Nursing, BUMS, BP & O, BASLP courses in government-aided/Corporation/Private un-aided colleges",https://mahadbt.maharashtra.gov.in/login/login,Government
340,Maharashtra,Dr Panjabrao Deshmukh Vastigruh Nirvah Bhatta Yojna(DTE),all,800000,Grduation or Post-graduation,"Dr. Punjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna 2022-23, Maharashtra is an initiative of the Directorate of Higher Education, Government of Maharashtra to financially help the students who are wards of registered labour/alpabhudharak (Marginal Land Holder) and who have taken admission in technical, professional or non-professional courses",https://mahadbt.maharashtra.gov.in/login/login,Government
341,Maharashtra,Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR),all,800000,Grduation or Post-graduation  or diploma,"MCAER Dr. Punjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR), Maharashtra 2022-23 is an initiative of the Maharashtra Council Of Agriculture Education And Research (MCAER) to financially help children of registered labour and marginal land farmers. The selected students will receive up to INR 30,000 for 10 months.",https://mahadbt.maharashtra.gov.in/login/login,Government
342,Maharashtra,Education Fee Reimbursement Scheme for Open Category Students,open,0,Medical,"Education Fee Reimbursement Scheme for Open Category Students, Maharashtra 2022-23 is an initiative of the Directorate of Medical Education Research, Government of Maharashtra to provide financial assistance to students belonging to the open category and pursuing MBBS, BDS, postgraduate medical (MD/MS) degree courses. The selected students will receive an Institute FRA-approved fee (private).",https://mahadbt.maharashtra.gov.in/login/login,Government
343,Maharashtra,Eklavya Scholarship,all,75000,Graduation,"Eklavya Scholarship 2022-23, Maharashtra is an opportunity by the Directorate of Higher Education, Government of Maharashtra to provide financial aid to graduate students in Arts, Law, Commerce, and Science who have taken admission to a postgraduate degree program. The selected scholars will receive INR 5,000 (one-time). ",https://mahadbt.maharashtra.gov.in/login/login,Government
344,Maharashtra,Government of India Post-Matric Scholarship,ST,250000,SSC,"Post Matric Scholarship Scheme Government of India 2022-23, Maharashtra is an initiative of the Maharashtra Government and Tribal Development Department, Government of India to provide financial support to Scheduled Tribe (ST) community students in Maharashtra. The scholarship encourages ST students from financially underprivileged backgrounds for pursuing studies after Class 10 towards higher education. The selected candidates will receive a maintenance allowance and other benefits.",https://mahadbt.maharashtra.gov.in/login/login,Government
345,Maharashtra,Maintenance Allowance for student Studying in professional courses,SC,250000,Professional ,"Maintenance Allowance for SC Students in Professional Courses 2022-23, Maharashtra is an initiative of the Department of Social Justice and Special Assistance, Government of Maharashtra to provide financial assistance to SC students enrolled in professional courses. The eligible candidates will receive a maintenance allowance and other benefits.",https://mahadbt.maharashtra.gov.in/login/login,Government
346,Maharashtra,Open Merit Scholarships for EBC Students,EBC,0,FYJC or HSC,"Open Merit Scholarships for EBC Students, Maharashtra 2022-23 is an initiative of the School Education and Sports Department, Government of Maharashtra to provide financial assistance to EBC category students studying in Class 11 and 12. The key objective of the scholarship is to enable students to continue further their higher education. The selected students will receive a scholarship amount of up to INR 140 per month for boys and up to INR 160 per month for girls for 10 months.",https://mahadbt.maharashtra.gov.in/login/login,Government
347,Maharashtra,Open Merit Scholarships in Junior College,all,0,FYJC or HSC,"Open Merit Scholarships in Junior College, Maharashtra 2022-23 is an initiative of the School Education and Sports Department, Government of Maharashtra to financially help students of Class 11 and 12. The objective of this scholarship is to motivate those students to pursue further higher education. The selected students will receive INR 50 per month for 10 months.",https://mahadbt.maharashtra.gov.in/login/login,Government
348,Maharashtra,Payment of Maintenance Allowance to VJNT and SBC Students ,VJNT or SBC,800000,post-matric,"Maintenance Allowance to VJNT and SBC Students in Professional Courses 2022-23, Maharashtra is an initiative of the VJNT, OBC, and SBC Welfare Department, Government of Maharashtra to provide financial help to VJNT and SBC category students who are pursuing professional courses and residing in hostels attached to professional colleges. The selected students will receive a  monthly maintenance allowance for a duration of 10 months.",https://mahadbt.maharashtra.gov.in/login/login,Government
349,Maharashtra,Post Matric Scholarship Scheme (Government Of India ),ST,250000,post-matric,"Post Matric Scholarship Scheme Government of India 2022-23, Maharashtra is an initiative of the Maharashtra Government and Tribal Development Department, Government of India to provide financial support to Scheduled Tribe (ST) community students in Maharashtra. The scholarship encourages ST students from financially underprivileged backgrounds for pursuing studies after Class 10 towards higher education. The selected candidates will receive a maintenance allowance and other benefits.",https://mahadbt.maharashtra.gov.in/login/login,Government
350,Maharashtra,Post Matric Scholarship to OBC Students,OBC,100000,Post-matric,"Post Matric Scholarship to OBC Students, Maharashtra 2022-23 is an initiative of the VJNT, OBC and SBC Welfare Department, Government of Maharashtra to financially help OBC students studying from Class 11 to Ph.D. level and residing in Maharashtra. The selected students will receive a maintenance allowance and other benefits.",https://mahadbt.maharashtra.gov.in/login/login,Government
351,Maharashtra,Post Matric Scholarship to SBC Students,SBC,100000,post-matric,"Post Matric Scholarship to SBC Students 2022-23, Maharashtra is an initiative of the VJNT, OBC, and SBC Welfare Department, Government of Maharashtra to financially help the SBC category students who have completed Class 10 and are continuing studies at post-matric level. The selected students will receive a maintenance allowance and other benefits.",https://mahadbt.maharashtra.gov.in/login/login,Government
352,Maharashtra,Post Matric Scholarship to VJNT Students,VJNT,150000,FYJC,"Post-Matric Scholarship to VJNT Students, Maharashtra 2022-23 is an initiative of VJNT, OBC and SBC Welfare Department, Government of Maharashtra to financially help the VJNT category students who are studying from Class 11 to Ph.D. level. The scheme will financially help the VJNT category students to pursue higher education. The selected students will receive a maintenance allowance and other benefits.",https://mahadbt.maharashtra.gov.in/login/login,Government
353,Maharashtra,Post-Matric Scholarship for persons with disability,SC Or NB,250000,SSC,"Post-Matric Tuition Fee and Examination Fee (Freeship) 2022-23, Maharashtra is an initiative of the Department of Social Justice and Special Assistance, Government of Maharashtra to provide financial assistance to Class 10 passed students. The eligible students' tuition fees, exam fees and other compulsory fees will be covered under this scheme.",https://mahadbt.maharashtra.gov.in/login/login,Government
354,Maharashtra,Rajarshi Chhatrapati Shahu Maharaj Merit Scholarship,VJ or NT or SBC,0,FYJC or HSC,"Rajarshi Chhatrapati Shahu Maharaj Merit Scholarship for VJNT & SBC Category, Maharashtra 2022-23 is an initiative by the VJNT, OBC and SBC Welfare Department, Government of Maharashtra for VJNT and SBC category students studying in Class 11 and 12. The selected students will receive INR 300 per month for ten months.",https://mahadbt.maharashtra.gov.in/login/login,Government
355,Maharashtra,Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulkh Shishyavrutti Scheme,SEBC,800000,professional or non-professional,"Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulk Shishyavrutti Yojna 2022-23, Maharashtra is an initiative of the Directorate of Higher Education, the Government of Maharashtra to provide financial aid to graduate and postgraduate students. The scholarship is applicable to students coming from economically weaker sections of society. The selected students will receive course fees and examination fees.",https://mahadbt.maharashtra.gov.in/login/login,Government
356,Maharashtra,Rajarshri Chhatrapati Shahu Maharaj Fee Reimbursement Scheme,EBC,800000,Medical,"Rajarshri Chhatrapati Shahu Maharaj Fee Reimbursement Scholarship Scheme 2022-23 is an initiative of the Directorate of Medical Education Research, Government of Maharashtra to financial aid to undergraduate medical degree applicants. The selected students will receive a 50% fee reimbursement (tuition fee plus development fee).",https://mahadbt.maharashtra.gov.in/login/login,Government
357,Maharashtra,Rajarshri Chhatrapati Shahu Maharaj Merit Scholarship,SC,0,FYJC or HSC,"Rajarshri Chhatrapati Shahu Maharaj Merit Scholarship, Maharashtra 2022-23 is an initiative of the Department of Social Justice and Special Assistance, Government of Maharashtra to provide financial assistance to SC students of Class 11 and 12. The selected students will receive INR 300 per month for 10 months",https://mahadbt.maharashtra.gov.in/login/login,Government
358,Maharashtra,Scholarship for students of minority communities pursuing, Buddha or Christian or Jain or Sikh or Parsi or Jews ,800000,Medical,"Minority Scholarship, Maharashtra 2022-23 is an initiative of the Minority Development Department, Government of Maharashtra to financially help minority students pursuing MBBS, BDS, BAMS, BHMS, BUMS, BPTH, BOTH, BASLP, BP&O, BSc Nursing, MSc Nursing, BPMT, Ophthalmic Assistant, Optometry, PB BSc Nursing and courses affiliated to Maharashtra University of Health Science, Nashik. The selected students will receive a total annual course fee or INR 25,000 (whichever is less).",https://mahadbt.maharashtra.gov.in/login/login,Government
359,Maharashtra,Scholarship to Meritorious students possessing Mathematics /Physics,all,0,graduation-Science,"Scholarship to Meritorious Students Possessing Mathematics/Physics, Maharashtra 2022-23 is an initiative of the Directorate of Higher Education (DHE), Government of Maharashtra to financial aid to students pursuing graduation in Science. The selected students will receive INR 100 per month.",https://mahadbt.maharashtra.gov.in/login/login,Government
360,Maharashtra,State Government Daxshina Adhichatra Scholarship,all,0,,"State Government Daxshina Adhichatra Scholarship 2022-23, Maharashtra is an initiative of the Directorate of Higher Education (DHE), Government of Maharashtra to provide financial assistance to students pursuing postgraduation from Government institutes and colleges and non-agricultural universities. A total of 76 selected students will receive INR 250 per month under this scholarship scheme. ",https://mahadbt.maharashtra.gov.in/login/login,Government
361,Maharashtra,State Government Open Merit Scholarship,all,0,graduation,"State Government Open Merit Scholarship, Maharashtra 2021-22 is an initiative by the Directorate of Higher Education (DHE), the Government of Maharashtra for Class 12th passed students of Maharashtra. A total of 1208 students admitted to the Commerce, Arts, Law or Science graduate program will be benefitted under this scheme. The selected students will receive INR 100 per month.",https://mahadbt.maharashtra.gov.in/login/login,Government
362,Maharashtra,Tuition Fees and Examination Fees to OBC Students,OBC,800000,FYJC,"Tuition Fees and Examination Fees to OBC Students, Maharashtra 2022-23 is an initiative of the VJNT, OBC and SBC Welfare Department, Government to Maharashtra provide financial assistance to OBC students studying from Class 11 to Ph.D. level. The selected students will receive tuition fees and exam fees reimbursement under this scheme. ",https://mahadbt.maharashtra.gov.in/login/login,Government
363,Maharashtra,Tuition Fees and Examination Fees to SBC Students,SBC,800000,Professional or non-professional,"Tuition Fees and Examination Fees to SBC Students, Maharashtra 2022-23 is an initiative of the VJNT, OBC and SBC Welfare Department, Government of Maharashtra to financially help SBC category students studying from Class 11 to PhD level. The scholarship aims to create opportunities for SBC students by providing them with financial aid to pursue higher education. The selected students will receive tuition fees and exam fees reimbursement under this scheme. ",https://mahadbt.maharashtra.gov.in/login/login,Government
364,Maharashtra,"Rajarshi Chhatrapati Shahu Maharaj  Merit Scholarship for students
studying in 11th & 12thstandard of VJNT & SBCcategory",VJNT or SBC,0,post-matric,"Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulk Shishyavrutti Yojna 2022-23, Maharashtra is an initiative of the Directorate of Higher Education, the Government of Maharashtra to provide financial aid to graduate and postgraduate students. The scholarship is applicable to students coming from economically weaker sections of society. The selected students will receive course fees and examination fees.",https://mahadbt.maharashtra.gov.in/login/login,Government
365,Maharashtra,Jawaharlal Nehru University Scholarship,all,0,post-matric,"Jawaharlal SchemeNehru University  2022-23, Maharashtra is an initiative of the Directorate of Higher Education, Government of Maharashtra to provide financial assistance to students who are enrolled in UG and PG courses at Jawaharlal Nehru University. The selected students will receive INR 8,000 per month as a scholarship and an additional allowance of INR 10,000 per annum.",https://www.jnu.ac.in/main/,Government
366,Maharashtra,Government Vidyaniketan Scholars,all,0,post-matric,"Government Vidyaniketan Scholarship 2022-23, Maharashtra is an initiative of the Directorate of Higher Education, Government of Maharashtra to financially help Class 10 passed students. The selected students will receive INR 100 per month for their higher education.",https://dhepune.gov.in/vidya-niketan-scholarship,Government
367,Maharashtra,IDFC FIRST Bank Education Loans,all,0,post gradutation,"Under this programme, the students will be offered collateral-free education loans up to INR 40 Lakh to pursue their higher studies at an institution of their choice. Further, no financial documents* (ITR/salary slip, etc.) are required to avail this education loan. The rate of interest applicable under this education loan ranges from 9% to 12%, depending on the institute category and courses.",https://www.idfcfirstbank.com/edu-lead-creation-new-page?utm_source=google&utm_medium=cpc&utm_campaign=EL_Perf_Brand&adgroup=128735370610&utm_term=idfc%20first%20bank%20education%20loan&utm_content=627449847322&network=g&gad=1&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-2zbNwsTBUVnSNu8vs7ieYDoE_TroO62c8urnK74Ao5ZPiExiqemQaAk_YEALw_wcB,Private
368,Maharashtra,IET India Scholarship Award,all,0,post gradutation,"IET India Scholarship Award is India’s largest scholarship programme for undergraduate engineering students. Designed by the Institute of Engineering and Technology (IET) to recognize and nurture future engineering leaders of India, the 7th edition of the award programme will inspire undergraduate engineering students by rewarding their creativity, innovation, leadership and excellence. Engineering students across years (1st, 2nd, 3rd or 4th year) and engineering specialisations will compete for a combined scholarship prize worth INR 10,00,000.",https://scholarships.theietevents.com/?gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF900kM2njlZ644kUrCK5ureXgbRuM7dJ2jzCLS2BVGZLDwcP7CLTzAaAmvyEALw_wcB#!,Private
369,Maharashtra,Medhaavi Engineering Scholarship Program,all,0,engineering,"The Medhaavi Engineering Scholarship Program 2023-24 is a CSR initiative of Bharat Petroleum Corporation Limited (BPCL) that aims to provide financial assistance to underprivileged students pursuing undergraduate engineering courses at specified 20 NITs across India and encourage them to pursue their higher studies, gain self-confidence, achieve independence and become employable. Under this scholarship, students enrolled in engineering courses (any year) at specified institutions will be provided with a one-time fixed scholarship of INR 50,000 to continue their higher education.","https://www.albany.edu/undergraduate-awareness?utm_medium=Search&utm_source=Google&utm_campaign=UAlbany,UGAwareness23&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF8T96YLKtJ8krCXfL6lIs9lqzUyJT55scp6C3VaLohAXUSJNmrVAQMaAoATEALw_wcB",Private
370,Maharashtra,CNH-ITC Mentorship Program,all ,0,engineering,"CNH-ITC Mentorship Program 2023 is an initiative of India Technology Centre (ITC), an entity of CNH Industrial that aims to enhance the professional skills, overall development and employability of underprivileged students by imparting mentorship support to them. Aligned with CNH Industrial’s vision of building a better world, this mentorship program is meant for students studying in the 1st and 2nd year of undergraduate engineering degree at government institutions located in Noida, Gurgaon, Greater Noida, Ghaziabad, Delhi and Faridabad.",https://kalingatv.com/miscellany/cnh-itc-mentorship-program-2023-selected-candidates-will-attend-elaborate-online-upskilling-webinar/,Private
371,Maharashtra,Goonj Grassroots Fellowship,all,0, matriculation exam,"Goonj Grassroots Fellowship 2023-24 is offered by Goonj (a non-profit organisation) to students who have passed their matriculation examination. It is a year-long programme where fellows will be working in various areas by engaging with the communities on the ground. The selected candidate will receive a monthly emolument of up to INR 12,000 per month.",https://goonj.org/goonj-fellowship/?gclid=Cj0KCQiApKagBhC1ARIsAFc7Mc5ibcLqTKKWrD08jS8aFqke-ot3XDhUYIPbYQueHLZVoppCEFmp3NsaAmyCEALw_wcB## ,Private
372,Maharashtra,CSIR-HRDG Research Associateship,all,0,engineering,"CSIR-HRDG Research Associateship 2023 is an opportunity offered by the Human Resource Development Group of Council of Scientific and Industrial Research (CSIR), New Delhi to graduates and postgraduates in various fields of Science and Technology. In this associateship, the applicants will be trained under expert guidance from faculty members/scientists working in universities and have access to different institutes and laboratories of various government departments. A monthly stipend of up to INR 54,000 and other benefits will be provided to the selected applicants during the entire tenure of the associateship.",https://srfra.csirhrdg.res.in/online/control?_inx ,Private
373,Maharashtra,SOF International Commerce Olympiad (ICO),all,0,Classes 11 and 12,"SOF International Commerce Olympiad (ICO) 2023-24 is an opportunity offered by the Science Olympiad Foundation (SOF)* in partnership with the Institute of Company Secretaries of India (a statutory body under an Act of Parliament, under the administrative control of The Ministry of Corporate Affairs). Students of Classes 11 and 12 are eligible to participate. It is a single-level examination conducted every year in which the students showcase their talent at the school level, zonal level, and international level. The selected students stand a chance to get up to INR 1,00,000 and other benefits.",https://sofworld.org/ico/about-ico-exam/how-participate,Private
374,Maharashtra,Dr. Reddy's Foundation Sashakt Scholarship,all ,0,"B.Tech., M.B.B.S. or B.Sc.","Dr. Reddy's Foundation Sashakt Scholarship 2023 is an opportunity offered by Dr. Reddy's Foundation (NGO) to encourage young women across India to pursue a career in science. The scholarship is a one-of-its-kind initiative to encourage young women across India to prepare for and pursue a career in science. It provides a level playing ground to girl students, especially from rural India and low socio-economic backgrounds, to get access to quality education in some of India’s best science institutions by offering financial support and mentorship throughout their undergraduate studies. The scholarships are limited to students securing admissions in the 12 specified science colleges. The selected fellows will receive a scholarship worth INR 2.4 lakhs (INR 80,000 per annum) for 3 years of study.", https://www.sashaktscholarship.org/how-to-apply/ ,Private
375,Maharashtra,VAIBHAV Fellowship,all ,0,Ph.D,"VAIBHAV Fellowship 2023 is an opportunity offered by the Department of Science and Technology, New Delhi to Ph.D/M.D/M.S degree holders. The main aim of this fellowship is to improve the research ecosystem of India’s Higher Educational and Scientific Institutions by facilitating academic and research collaborations between Indian Institutions and the best institutions in the world through mobility of faculty/researcher from overseas institutions to India. The selected candidates will receive USD 5,000 and other benefits.",https://dst.gov.in/news/vaibhav-fellowships ,Private
376,Maharashtra,Fulbright-Nehru Doctoral Research Fellowships,all ,0,Professional or non-professional,Fulbright-Nehru Doctoral Research Fellowships 2023-24 is an opportunity offered by the United States-India Educational Foundation (USIEF) to Indian scholars who are registered for a Ph.D. programme at an Indian institution. These fellowships are for six to nine months. The applications are invited from applicants in the field of -,  https://www.usief.org.in/Fulbright-Nehru-Doctoral-Research-Fellowships.aspx,Private
377,Maharashtra,Fulbright Nehru Academic and Professional Excellence Fellowships,all ,0,Ph.D. degree,"Fulbright Nehru Academic and Professional Excellence Fellowships 2023-24 is an initiative of the United States-India Educational Foundation (USIEF) for Ph.D./master's degree holders. This fellowship aims to provide Indian faculty, researchers and professionals the opportunity to teach, conduct research or carry out a combination of teaching and research at a U.S. institution. The selected fellows will receive variable awards.", https://www.usief.org.in/Fulbright-Nehru-Academic-Professional-Excellence-Fellowships.aspx,Private
378,Maharashtra,Fulbright Nehru Post Doctoral Fellowships,all ,0,Ph.D. degree or a D.M. degree,Fulbright Nehru Post Doctoral Fellowships 2024-25 is an opportunity offered by the United States-India Education Foundation (USIEF) to Indian faculty and researchers who are in the early stages of their research careers in India. Applications are invited for the following fields only:, https://www.usief.org.in/Fellowships/Fulbright-Kalam-Climate-Fellowship.aspx,Private
379,Maharashtra,Fulbright Kalam Climate Fellowship for Doctoral Research,all ,0,Ph.D. degree,Fulbright Kalam Climate Fellowship for Doctoral Research 2024-25 is an opportunity offered by the United States-India Education Foundation (USIEF) to Ph.D. candidates in India. The objective is to promote further mutual understanding and exchange of knowledge and professional talents – intend to partner to build long-term capacity in the United States and India by engaging scientific and technical research scholars from both countries related to climate research and education. The selected teachers will receive a monthly stipend and other benefits.,https://www.usief.org.in/Fellowships/Fulbright-Kalam-Climate-Fellowship.aspx,Private
380,Maharashtra,Fulbright Kalam Climate Fellowship for Post Doctoral Research,all ,0,Ph.D. or D.M. degree,Fulbright Kalam Climate Fellowship for Post Doctoral Research 2024-25 is an opportunity offered by the United States-India Education Foundation (USIEF) to Indian faculty and researchers. The objective is to provide research opportunities to talented candidates to strengthen their research capabilities. This opportunity will provide access to some of the finest resources in their areas of interest and help in building a long-term collaborative relationship with the faculty and researchers of the United States. The selected teachers will receive a monthly stipend and other benefits., https://www.usief.org.in/Fellowships/Fulbright-Kalam-Climate-Fellowship.aspx ,Private
381,Maharashtra,Technology Translation Award (SERB-TETRA),all ,0,Ph.D. degree,"Technology Translation Award (SERB-TETRA) 2023 is an opportunity offered by the Science and Engineering Research Board (SERB) to Ph.D. or M.D./M.S./M.D.S./M.V.Sc degree holders. It is a new scheme for catalyzing technology translation in an academic setting. SERB-TETRA would be awarded to Principal Investigators (PIs) who have clearly demonstrated the translational potential of their research (patents, etc.) and have established contact with industrial partners for fast-track graduation to a prototype stage and beyond. The selected fellows will receive an award of up to INR 15 lakh per year (without international travel), including overhead.",https://www.serbonline.in/SERB/Tetra ,Private
382,Maharashtra,COLLEGE BOARD INDIA SCHOLARS PROGRAM,all ,0,12 th ,Up to 100% Tuition Fee Scholarships at Leading Universities of India Global Higher Education Alliance Take the SAT at discounted prices in India,https://mahadbtmahait.gov.in/RegistrationLogin/RegistrationLoginn,Private
383,Maharashtra,All India Drawing Competition Youva Masterstroke ,all ,0,10 th,"All India Drawing Competition Youva Masterstroke 2023 is an opportunity offered by Navneet Education Limited (manufacturer of educational books, stationery, general books, and children's books in multiple Indian and foreign languages). This drawing competition is widely known as Youva Master Stroke and it is open to students of Classes from nursery to 10. The competition will be held in three categories. The winners are entitled to receive Youva hampers.", https://masterstroke.navneet.com/competitiondetails.aspx#comphome ,Private
384,Maharashtra,Prodigy Finance-GyanDhan Scholarship,all ,0,M.S. and MBA,"Prodigy Finance-GyanDhan Scholarship 2023 is an opportunity offered by GyanDhan (India’s first education financing marketplace) in partnership with Prodigy Finance*. The main aim of this scholarship is to make higher education accessible to students who want to pursue studies overseas. Under this scheme, financial aid of USD 2,500 (one-time) will be provided to MS and MBA program applicants.",https://www.gyandhan.com/prodigy-scholarship,Private
385,Maharashtra,GyanDhan Scholarship,all ,0,Under graduation,GyanDhan Scholarship 2023 is an opportunity offered by *Gyandhan to financially support postgraduate-level students. The aim of this programme is to provide financial support to those students who are taking an education loan and want to lessen their financial burden. The selected candidate will receive a fixed amount of INR 1 lakh which will be given to the students at the beginning of the academic year., https://www.gyandhan.com/gd-scholarship ,Private
386,Maharashtra,Abel Visiting Scholarship,all ,0,PhD,"Abel Visiting Scholarship 2023 is an opportunity offered by the Commission for Developing Countries (CDC) of the International Mathematical Union (IMU)* and is fully funded by the Abel Prize in Mathematics. The Abel Prize recognises pioneering scientific achievements of PhD degree holders in mathematics. This scholarship program facilitates them to visit an international platform as a research collaborator. The duration of the program is initially one month and an extension could be done as per requirement. The program supports post-doctoral mathematicians in the early stage of their professional careers. Selected candidates will receive a grant of up to EUR 4,400 (USD 5,000) for a month and other benefits.", https://www.mathunion.org/cdc/grants/research-travel-grants/abel-visiting-scholar-program,Private
387,Maharashtra,Arturo Falaschi Postdoctoral Fellowships,all ,0,Ph.D. degree,"Arturo Falaschi Postdoctoral Fellowships, ICGEB, New Delhi 2023 is an opportunity offered by the International Center for Genetic Engineering and Biotechnology (ICGEB) for Ph.D. degree holders. The opportunity is for highly motivated scientists who are wishing to pursue postdoctoral research in a world-class scientific environment. The selected fellows will receive a monthly stipend of US$ 1,590 and other benefits", https://www.icgeb.org/fellowships/arturo-falaschi-postdoctoral-fellowships-2024/ ,Private
388,Maharashtra,Dr. Reddy's Foundation Sashakt Scholarship,all ,0,"B.Tech., M.B.B.S","Dr. Reddy's Foundation Sashakt Scholarship 2023 is an opportunity offered by Dr. Reddy's Foundation (NGO) to encourage young women across India to pursue a career in science. The scholarship is a one-of-its-kind initiative to encourage young women across India to prepare for and pursue a career in science. It provides a level playing ground to girl students, especially from rural India and low socio-economic backgrounds, to get access to quality education in some of India’s best science institutions by offering financial support and mentorship throughout their undergraduate studies. The scholarships are limited to students securing admissions in the 12 specified science colleges. The selected fellows will receive a scholarship worth INR 2.4 lakhs (INR 80,000 per annum) for 3 years of study.", https://wwwsashaktscholarship.org/how-to-apply/,Private
